frozenset(['safety_high']),frozenset(['doors_4']),0.25
frozenset(['doors_4']),frozenset(['safety_high']),0.33333333333333337
frozenset(['safety_med']),frozenset(['maint_high']),0.25
frozenset(['maint_high']),frozenset(['safety_med']),0.33333333333333337
frozenset(['class_v_good']),frozenset(['doors_5_more']),0.3076923076923077
frozenset(['maint_low']),frozenset(['buying_med']),0.25
frozenset(['buying_med']),frozenset(['maint_low']),0.25
frozenset(['class_unacc']),frozenset(['maint_vhigh']),0.29752066115702475
frozenset(['maint_vhigh']),frozenset(['class_unacc']),0.8333333333333333
frozenset(['persons_2']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['persons_2']),0.33333333333333337
frozenset(['buying_high']),frozenset(['persons_more']),0.33333333333333337
frozenset(['persons_more']),frozenset(['buying_high']),0.25
frozenset(['class_unacc']),frozenset(['safety_med']),0.29504132231404956
frozenset(['safety_med']),frozenset(['class_unacc']),0.6197916666666666
frozenset(['safety_low']),frozenset(['lug_boot_big']),0.3333333333333333
frozenset(['lug_boot_big']),frozenset(['safety_low']),0.3333333333333333
frozenset(['buying_high']),frozenset(['doors_4']),0.25
frozenset(['doors_4']),frozenset(['buying_high']),0.25
frozenset(['persons_2']),frozenset(['buying_med']),0.25
frozenset(['buying_med']),frozenset(['persons_2']),0.33333333333333337
frozenset(['maint_med']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['lug_boot_small']),frozenset(['maint_med']),0.25
frozenset(['buying_vhigh']),frozenset(['persons_4']),0.33333333333333337
frozenset(['persons_4']),frozenset(['buying_vhigh']),0.25
frozenset(['maint_med']),frozenset(['persons_4']),0.33333333333333337
frozenset(['persons_4']),frozenset(['maint_med']),0.25
frozenset(['class_good']),frozenset(['safety_high']),0.4347826086956522
frozenset(['safety_low']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['safety_low']),0.33333333333333337
frozenset(['doors_5_more']),frozenset(['maint_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['doors_5_more']),0.25
frozenset(['doors_2']),frozenset(['class_acc']),0.1875
frozenset(['class_acc']),frozenset(['doors_2']),0.2109375
frozenset(['class_v_good']),frozenset(['lug_boot_big']),0.6153846153846154
frozenset(['buying_high']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['buying_high']),0.25
frozenset(['buying_high']),frozenset(['maint_high']),0.25
frozenset(['maint_high']),frozenset(['buying_high']),0.25
frozenset(['safety_low']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['safety_low']),0.33333333333333337
frozenset(['buying_vhigh']),frozenset(['doors_4']),0.25
frozenset(['doors_4']),frozenset(['buying_vhigh']),0.25
